,sentimen,Tweet,tweet_tokens
6115.0,0.0,weh kenapa duduk sini aku asyik macam nak sakit je haih kuatlah,"['weh', 'duduk', 'asyik', 'sakit', 'haih', 'kuat']"
6116.0,0.0,kamu cantik apalagi kalau jb tweet aku,"['cantik', 'jb', 'tweet']"
6117.0,0.0,cinhappp happy birthday aduduu udah jarangg ketemu aku nihh semangat trs ya kamu di team  jangann lemot lagiii,"['cinhappp', 'happy', 'birthday', 'aduduu', 'jarangg', 'ketemu', 'nihh', 'semangat', 'trs', 'team', 'jangann', 'lot', 'lagiii']"
6118.0,0.0,nga lah aku lg nungguin pria jumatan iya sama saling mendoakan,"['nga', 'lg', 'nungguin', 'pria', 'jumat', 'iya', 'doa']"
6119.0,0.0,suka lucu ngeliat kelakuan orang orang yg ngerasa ga enak hati sama aku aku nya aja ndak papa lhooooo,"['suka', 'lucu', 'ngeliat', 'laku', 'ngerasa', 'enak', 'hati', 'ndak', 'papa', 'lhooooo']"
6120.0,0.0,kwk ku juga dulu begitu ketemu pas lagi bruntusan trs dia bilang mau kamu jerawatan segede alaihim,"['kwk', 'ku', 'ketemu', 'pas', 'bruntusan', 'trs', 'jerawat', 'gede', 'alaihim']"
6121.0,0.0,nsib baik aku tk simpan lgi,"['nsib', 'tk', 'simpan', 'lgi']"
6122.0,0.0,iya aku kutikut ngetawain dan post skrinsyutnya pula maafkan aku dekjom sokan ngetawain padahal,"['iya', 'kutikut', 'ngetawain', 'post', 'skrinsyutnya', 'maaf', 'dekjom', 'sok', 'ngetawain']"
6123.0,0.0,mau yang manis liat erin aja dev hehe bercanda okay tunggu ya aku masuk ke supermarket dulu erin be,"['manis', 'liat', 'erin', 'dev', 'canda', 'okay', 'tunggu', 'masuk', 'supermarket', 'erin', 'be']"
6124.0,0.0,ga buat tas gucci tinggal aja kan yaa aku seumur blm pernah menang ga wkwkwkwkw,"['tas', 'gucci', 'tinggal', 'yaa', 'umur', 'belum', 'menang', 'wkwkwkwkw']"
6125.0,0.0,mohon rmi lelaki yg merokok buat mcm ni hahahha,"['mohon', 'rmi', 'lelaki', 'rokok', 'mcm', 'hahahha']"
6126.0,0.0,mmg aku duk sana tuk makan je hahahaha,"['mmg', 'duk', 'tuk', 'makan', 'hahahaha']"
6127.0,0.0,erghh mungkin boleh dipertimbangkan aku sejak kebelakangan ni makin pendek tangannya hahahhaha,"['erghh', 'timbang', 'belakang', 'pendek', 'tangan', 'hahahhaha']"
6128.0,0.0,hah hahaha geli banget gue pake emot jempol udah kayak bapak bapak di wa,"['hah', 'hahaha', 'geli', 'banget', 'pake', 'emot', 'jempol', 'kayak', 'wa']"
6129.0,0.0,lebih enak kalau langsung ajak ngomong mah beberapa org ada yang ajak aku fambest dulu ta,"['enak', 'langsung', 'ajak', 'ngomong', 'mah', 'org', 'ajak', 'fambest', 'ta']"
6130.0,0.0,aku suka spongebob uwu,"['suka', 'spongebob', 'uwu']"
6131.0,0.0,tak sengaja aku melihatmu tersenyum padaku,"['sengaja', 'lihat', 'senyum', 'pada']"
6132.0,0.0,selamat pagi jumat dan doaku hari ini masih tertuju kepadamu agar kamu percaya mengawali hari dengan mengingatmu sering,"['selamat', 'pagi', 'jumat', 'doa', 'kepada', 'percaya', 'awal', 'ingat']"
6133.0,0.0,amiiiin goodluck anw,"['amiiiin', 'goodluck', 'anw']"
6134.0,0.0,aku menguap lebih kali kot hahaha,"['uap', 'kali', 'kot', 'hahaha']"
6135.0,0.0,aku juga nyari astaga,"['nyari', 'astaga']"
6136.0,0.0,aku mauu,['mauu']
6137.0,0.0,this is especially the truth aku pun nasib baik tak rosak liver konon nak cepat kurus cut sugar intake calorie counting,"['this', 'is', 'especially', 'the', 'truth', 'nasib', 'rosak', 'liver', 'konon', 'cepat', 'kurus', 'cut', 'sugar', 'intake', 'calorie', 'counting']"
6138.0,0.0,jangan lucu lucu mpul nanti aku sayang,"['lucu', 'lucu', 'mpul', 'sayang']"
6139.0,0.0,semua anjing aku suka tapi corgi gemes soalnya pantatnya montok hngg,"['anjing', 'suka', 'corgi', 'gemes', 'pantat', 'montok', 'hngg']"
6140.0,0.0,aku mencintaimu karena allah dan aku takkan pernah mau dipisahkan denganmu kecuali allah yang memisahkan kita,"['cinta', 'allah', 'tak', 'pisah', 'dengan', 'kecuali', 'allah', 'pisah']"
6141.0,0.0,jilake pintu kaca kat opis ni clear namati sakit dahi aku terhantuk hahahaha laju plak tu malu la gilaa hahahahaha,"['jilake', 'pintu', 'kaca', 'kat', 'opis', 'clear', 'namati', 'sakit', 'dahi', 'terhantuk', 'hahahaha', 'laju', 'plak', 'tu', 'malu', 'la', 'gilaa', 'hahahahaha']"
6142.0,0.0,ya allahayang kamu kok ganteng banget,"['allahayang', 'ganteng', 'banget']"
6143.0,0.0,aku doakan semua perempuan yg nak pakai tudung esok terbentuklah oningnya dengan sempurna,"['doa', 'perempuan', 'pakai', 'tudung', 'esok', 'bentuk', 'oningnya', 'sempurna']"
6144.0,0.0,jangan tanyakan mengapa seseorang membencimu sebelum kamu tanyakan dirimu sendiri mengapa kamu peduli akan hal itu twittbot,"['benci', 'diri', 'peduli', 'twittbot']"
6145.0,0.0,kak aku sayang kak mestinya,"['kak', 'sayang', 'kak', 'mesti']"
6146.0,0.0,aku ikutttt karna rulesx terpenuhii semoga rezeki ku aku dsni karnaa ga ka vicka yg lain ga pernh menang,"['ikutttt', 'karna', 'rulesx', 'terpenuhii', 'moga', 'rezeki', 'ku', 'dsni', 'karnaa', 'ka', 'vicka', 'pernh', 'menang']"
6147.0,0.0,wkwkwkkwkwkwk,['wkwkwkkwkwkwk']
6148.0,0.0,menetaplah jangan kau peergi aku sudah mulai nyaman menikmati panasnya kopi,"['tetap', 'peergi', 'nyaman', 'nikmat', 'panas', 'kopi']"
6149.0,0.0,jangan menunggu bahagia baru bersyukur tapi bersyukurlah maka kamu akan merasakan kebahagiaan,"['tunggu', 'bahagia', 'syukur', 'syukur', 'rasa', 'bahagia']"
6150.0,0.0,diminiii gak kerasa udah tahunan kita berkawan uuuu makasih udah mau jadi temen aku sabar dengerin aku yan,"['diminiii', 'rasa', 'tahun', 'kawan', 'uuuu', 'makasih', 'teman', 'sabar', 'dengerin', 'yan']"
6151.0,0.0,hahahahah jangan tanya kenapa aku suka dia,"['hahahahah', 'suka']"
6152.0,0.0,aku lebih suka orang menegurku daripada memujiku kerana teguran dapat membetulkanku tetapi pujian akan memusnahkanku,"['suka', 'tegur', 'puji', 'rana', 'tegur', 'betul', 'puji', 'musnah']"
6153.0,0.0,doa untuk ibu dan bapa ya allah ampunila,"['doa', 'bapa', 'allah', 'ampunila']"
6154.0,0.0,kamu adalah jawaban atas doa doa yang kulantunkan di sepertiga malamnya jokowiperiode tetapjokowi,"['doa', 'doa', 'lantun', 'tiga', 'malam', 'jokowiperiode', 'tetapjokowi']"
6155.0,0.0,aku nggak punya akunnya makannya bisanya anon wkwkw,"['nggak', 'akun', 'makan', 'bisa', 'anon', 'wkwkw']"
6156.0,0.0,ok nder bulan waktu yg cukup buat jd lebih cantik aku jg malah ketemu doi stgh taun lagi hehe udah,"['ok', 'nder', 'cantik', 'jg', 'ketemu', 'doi', 'stgh', 'taun']"
6157.0,0.0,tauu hahaha kang ckp pastu drag sampai ke org lain taknak hahahaha aku ckp aku niaa kang bukan kau hahahha,"['tauu', 'hahaha', 'kang', 'ckp', 'pastu', 'drag', 'org', 'taknak', 'hahahaha', 'ckp', 'niaa', 'kang', 'hahahha']"
6158.0,0.0,aku mencintaimu karena allah semoga kamu adalah penuntun menuju surganya jokowiperiode tetapjokowi,"['cinta', 'allah', 'moga', 'tuntun', 'surga', 'jokowiperiode', 'tetapjokowi']"
6159.0,0.0,kalo menang mau aku belikan memory card baru buat hapeku sama sisanya mau buat beli stuff seventeen,"['menang', 'belikan', 'memory', 'card', 'hapeku', 'sisa', 'beli', 'stuff', 'seventeen']"
6160.0,0.0,keluar dari kepompong dan menjadi kupu kupu yang cantik aku ghaida,"['kepompong', 'kupu', 'kupu', 'cantik', 'ghaida']"
6161.0,0.0,hhhh cantik bangett kamu mba,"['hhhh', 'cantik', 'bangett', 'mba']"
6162.0,0.0,aku tak suka lukis art org lain tp  tried amp  loved the process alhamdulillah owner pn suka sgt,"['suka', 'lukis', 'art', 'org', 'tapi', 'tried', 'loved', 'the', 'process', 'alhamdulillah', 'owner', 'pn', 'suka', 'sgt']"
6163.0,0.0,seneng ya kamu,['neng']
6164.0,0.0,aku lagi suka sewa kereta dgn org laki berbanding pompuan sbb kereta dorg lagi kemas and bersih,"['suka', 'sewa', 'kereta', 'org', 'laki', 'banding', 'pompuan', 'sbb', 'kereta', 'dorg', 'kemas', 'and', 'bersih']"
6165.0,0.0,asyiknya gamelan dan mbok jamutradisional jamugendongehatalami herballife,"['asyik', 'gamelan', 'mbok', 'jamutradisional', 'jamugendongehatalami', 'herballife']"
6166.0,0.0,nctea tidak ada perlu aku katakan aku tetap mencintaimuampai saat ini aku masih menunggumu kembali kun kau ,"['nctea', 'mencintaimuampai', 'tunggu', 'kun']"
6167.0,0.0,kenalllllll dekcik ada dgn aku masa aku sedih amp happy,"['kenalllllll', 'dekcik', 'sedih', 'happy']"
6168.0,0.0,ada masa dimana namamu adalah yang paling aku tungguedangkang sekarang datang masa dimana sebisa mungkin aku berharap tak me,"['mana', 'nama', 'tungguedangkang', 'mana', 'bisa', 'harap', 'me']"
6169.0,0.0,aunty yang pintar kan aku,"['aunty', 'pintar']"
6170.0,0.0,apa yg lucu lahanjy wkwkkw,"['lucu', 'lahanjy', 'wkwkkw']"
6171.0,0.0,makanya aku juga bingung wjwjwjwj,"['bingung', 'wjwjwjwj']"
6172.0,0.0,nanti november kan ketemuan hihihi jangan lupa bawakan aku hadiah,"['november', 'ketemu', 'hihihi', 'lupa', 'bawa', 'hadiah']"
6173.0,0.0,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits,"['giveaway', 'nihhhh', 'karma', 'baik', 'udh', 'lakuin', 'bagiin', 'parfum', 'lg', 'hits']"
6174.0,0.0,haha jadi dong alhamdulillah asli habis aku gaberani intip lol,"['hahaha', 'alhamdulillah', 'asli', 'habis', 'gaberani', 'intip', 'lol']"
6175.0,0.0,berhenti merokok selama menit memperlancar tekanan darah denyut jantung dan aliran darah tepi lho apakah kamu sudah si,"['henti', 'rokok', 'menit', 'lancar', 'tekan', 'darah', 'denyut', 'jantung', 'alir', 'darah', 'tepi', 'lho']"
6176.0,0.0,september ternyata aku sama boxer graf sempet mt nan wkwkwkwk oh jadi ini yg dinamakan jodoh  wkwkwkw,"['september', 'boxer', 'graf', 'sempet', 'mt', 'wkwkwkwk', 'oh', 'nama', 'jodoh', 'wkwkwkw']"
6177.0,0.0,kakkk luk et mi luk et mi apaka aku tyda cantik aku cantik seperti bidadari,"['kakkk', 'luk', 'et', 'mi', 'luk', 'et', 'mi', 'apaka', 'tyda', 'cantik', 'cantik', 'bidadari']"
6178.0,0.0,nak join aku pun agree dowh,"['join', 'agree', 'dowh']"
6179.0,0.0,wkwk aku sih selalu ayo nung nek minggu,"['wkwk', 'ayo', 'nung', 'nek', 'minggu']"
6180.0,0.0,hai tari selamat ulang tahun yaemoga kebaikan hati kamu dibalas sama tuhan dan semoga kamu bahag,"['hai', 'tari', 'selamat', 'ulang', 'yaemoga', 'baik', 'hati', 'balas', 'tuhan', 'moga', 'bahag']"
6181.0,0.0,aku sumpah cheese ni penyelesaian segala masalah kat malaysia nak kedai makan laris jual makanan dengan cheese nak ,"['sumpah', 'cheese', 'selesai', 'kat', 'malaysia', 'kedai', 'makan', 'laris', 'jual', 'makan', 'cheese']"
6182.0,0.0,apa yang menarik perhatian aku dengan iphone baru ni dia punya camera iphone xr single camera tapi dia punya gempak boleh ,"['tarik', 'perhati', 'iphone', 'camera', 'iphone', 'xr', 'single', 'camera', 'gempak']"
6183.0,0.0,pagi dek woncha aku kangen kamu,"['pagi', 'dek', 'woncha', 'kangen']"
6184.0,0.0,kamu percaya padaku dan aku akan percaya padamu rin ao no exorcist,"['percaya', 'pada', 'percaya', 'pada', 'rin', 'ao', 'no', 'exorcist']"
6185.0,0.0,virgo apapun yg terjadi merupakan proses untuk kehidupanmu yg lebih baik lagi jangan mudah menyerah hanya karena satu,"['virgo', 'apa', 'proses', 'hidup', 'mudah', 'serah']"
6186.0,0.0,wkwkw aku yo ngono mau wis otomatis iku koyoke,"['wkwkw', 'yo', 'ngono', 'wis', 'otomatis', 'iku', 'koyoke']"
6187.0,0.0,hai kekasih janji kamu tidak akan dikalahkan mobile legend,"['hai', 'kasih', 'janji', 'kalah', 'mobile', 'legend']"
6188.0,0.0,setahun dah kat yaman sik berasa waktu eh hahaha banyak benda aku belajar disitok walaupun hakikat aku duduk di pedalaman hadramaut haha,"['tahun', 'sudah', 'kat', 'yaman', 'sik', 'asa', 'eh', 'hahaha', 'benda', 'ajar', 'disitok', 'hakikat', 'duduk', 'dalam', 'hadramaut', 'hahaha']"
6189.0,0.0,pantes aku dibilang chill,"['pantes', 'bilang', 'chill']"
6190.0,0.0,aku tak akan berdusta,['dusta']
6191.0,0.0,kuy sama aku wkwkwk,"['kuy', 'wkwkwk']"
6192.0,0.0,ye empyun hahahahah kan si noah post ig tntg film tagged padahal aku nntn tagged sejak season tapi perasaan gak,"['ye', 'empyun', 'hahahahah', 'noah', 'post', 'ig', 'tntg', 'film', 'tagged', 'nntn', 'tagged', 'season', 'asa']"
6193.0,0.0,asyik aku je yang kene bebel ngan bapak aku soh nasihatkan dia masalahnya bila aku tegur dia dia yanh takmo deng,"['asyik', 'kene', 'bebel', 'ngan', 'soh', 'nasihat', 'tegur', 'yanh', 'takmo', 'deng']"
6194.0,0.0,aku lagi main final fantasy awakening lho gabungan main yukz,"['main', 'final', 'fantasy', 'awakening', 'lho', 'gabung', 'main', 'yukz']"
6195.0,0.0,bagaimana kalau kita berdua jadi komplotan perampok aku merampok hatimu dan kamu merampas hatiku,"['dua', 'komplot', 'rampok', 'rampok', 'hati', 'rampas', 'hati']"
6196.0,0.0,kamu adalah yang ia inginkan untuk menjadi tempat persinggahan terakhirebesar itu harapannya kepadamu jangan mengecew,"['singgah', 'akhir', 'harap', 'kepada', 'acau']"
6197.0,0.0,aku akan happy af kalau capa pergi please capa,"['happy', 'af', 'capa', 'pergi', 'please', 'capa']"
6198.0,0.0,hala kinikilig aku thank youuu,"['hala', 'kinikilig', 'thank', 'youuu']"
6199.0,0.0,thats my boys teruskan share benda macam nih dan kita buktikan bahawa bukan semua lelaki trash,"['thats', 'my', 'boys', 'terus', 'share', 'benda', 'bukti', 'bahawa', 'lelaki', 'trash']"
6200.0,0.0,mauu aku dom jogja,"['mauu', 'dom', 'jogja']"
6201.0,0.0,kawan aku selamatkan kucing yang hampir lemas di dalam mesin basuh di sebuah kedai dobiesiapa pencinta kucing boleh ,"['kawan', 'selamat', 'kucing', 'lemas', 'mesin', 'basuh', 'kedai', 'dobiesiapa', 'cinta', 'kucing']"
6202.0,0.0,duanya tokoh yg berpengaruh siapa diantara dua org hebat ini yg kamu kagumi lets vote retweet and like leave your co,"['dua', 'tokoh', 'pengaruh', 'org', 'hebat', 'kagum', 'lets', 'vote', 'retweet', 'and', 'like', 'leave', 'your', 'co']"
6203.0,0.0,apanya amplaz aku jalan jalan doang menyusuri trotoar capek terus ngadem di amplaz wkwkwk,"['apa', 'amplaz', 'jalan', 'jalan', 'doang', 'susur', 'trotoar', 'capek', 'ngadem', 'amplaz', 'wkwkwk']"
6204.0,0.0,jarang setuju apa kau selalu setuju dengan aku,"['jarang', 'tuju', 'tuju']"
6205.0,0.0,yang pertama sama kedua lucu ihh kayak rubah arctic sm husky mini tapi aku muslim jd cant relate,"['lucu', 'ihh', 'kayak', 'rubah', 'arctic', 'sm', 'husky', 'mini', 'muslim', 'cant', 'relate']"
6206.0,0.0,hahaha bukan salah aku eh aku tak de kelas pun harini,"['hahaha', 'salah', 'eh', 'de', 'kelas', 'harini']"
6207.0,0.0,perempuan ni cantikebab itu allah suruh tutup sehabis mungkin jgn kamu takut dengan kepanasan dan ruam panas yang,"['perempuan', 'cantikebab', 'allah', 'suruh', 'tutup', 'habis', 'takut', 'panas', 'ruam', 'panas']"
6208.0,0.0,kalau nak ada mak tambahan yang superb sporting ala mak regina dalam movie mean girl yang    cool mom tu mak bole,"['mak', 'tambah', 'superb', 'sporting', 'ala', 'mak', 'regina', 'movie', 'mean', 'girl', 'cool', 'mom', 'tu', 'mak', 'bole']"
6209.0,0.0,belah lah dadaku kamu pasti melihat apa kata kata ku,"['belah', 'dada', 'ku']"
6210.0,0.0,hahahahaha kena la censored nanti ada anjing menyalak aku kena panggil nanti hahahahaha,"['hahahahaha', 'kena', 'la', 'censored', 'anjing', 'salak', 'kena', 'panggil', 'hahahahaha']"
6211.0,0.0,hanya karena pernah terluka tak berati kamu harus takut mencinta ada seseorang yg tepat untukmu di luar sana,"['luka', 'berat', 'takut', 'cinta', 'untuk']"
6212.0,0.0,haha bodoh punye rba hari kene maki ngan aku je,"['hahaha', 'bodoh', 'punye', 'rba', 'kene', 'maki', 'ngan']"
6213.0,0.0,oh hahahahahahhhahah dalam bakul aku baju kau lupa nak cakap aku letak dalam beg hehehehhehehehehhehehh sorry,"['oh', 'hahaha', 'bakul', 'baju', 'lupa', 'cakap', 'letak', 'beg', 'hehehehhehehehehhehehh', 'sorry']"
6214.0,0.0,jadi pacar aku aja gimana,"['pacar', 'gimana']"
6215.0,0.0,karena aku mencintaimu aku mencintaimu di dunia ini lebih dari siapapun conan edogawahinichi kudo to ran mouri bot,"['cinta', 'cinta', 'dunia', 'conan', 'edogawahinichi', 'kudo', 'to', 'ran', 'mouri', 'bot']"
6216.0,0.0,aku incer ts wkwk,"['incer', 'ts', 'wkwk']"
6217.0,0.0,ingin aku memiliki,['milik']
6218.0,0.0,wkwkw eh udah kerja yah kamu,"['wkwkw', 'eh', 'kerja']"
6219.0,0.0,baru dengerin lagi dan candu terus inget pas fansite jihoon ada yg nge tweet beautiful fe,"['dengerin', 'candu', 'inget', 'pas', 'fansite', 'jihoon', 'nge', 'tweet', 'beautiful', 'fe']"
6220.0,0.0,ya tuhan kutuklah aku jadi milliader,"['tuhan', 'kutuk', 'milliader']"
6221.0,0.0,hahaha epa mmg suka sepak ngan aku nya dia sepak manja manja ja lah,"['hahaha', 'epa', 'mmg', 'suka', 'sepak', 'ngan', 'sepak', 'manja', 'manja', 'ja']"
6222.0,0.0,klien adalah raja yang satu ini seringkali manja gemesin banget deh kamu,"['klien', 'raja', 'seringkali', 'manja', 'gemesin', 'banget', 'deh']"
6223.0,0.0,meskipun akan telah tumbuh dewasa dari hari ke hari aku tetap menjadi anak kecilmu  love  ibu,"['tumbuh', 'dewasa', 'anak', 'kecil', 'love']"
6224.0,0.0,aku jokowilagi,['jokowilagi']
6225.0,0.0,aku jenis yang easy to forgive hard to forget bukan berdendam tapi nak jadikan sebagai pengajaran dan pengalaman dalam hid,"['jenis', 'easy', 'to', 'forgive', 'hard', 'to', 'forget', 'dendam', 'jadi', 'ajar', 'alam', 'hid']"
6226.0,0.0,semoga aku dan kawan kawan yg lain diberi kesihatan yang cukup untuk menyiapkan homeworks bagai cuti sebulan,"['moga', 'kawan', 'kawan', 'kesihatan', 'homeworks', 'cuti', 'bulan']"
6227.0,0.0,bagusss apalagi ditambah senyumnya cocok banget aku seneng liatnya,"['bagusss', 'tambah', 'senyum', 'cocok', 'banget', 'neng', 'liat']"
6228.0,0.0,dimana warungnya say biar nanti aku temenin kmu jga warung biar kmu nggak kesepian,"['mana', 'warung', 'say', 'temenin', 'kamu', 'jga', 'warung', 'kamu', 'nggak', 'sepi']"
6229.0,0.0,cinta yang kamu terima sebanding dengan cinta yang kamu berikan cintai lebih jika ingin dicintai lebih,"['cinta', 'terima', 'banding', 'cinta', 'cinta', 'cinta']"
6230.0,0.0,nya jodoh aku,['jodoh']
6231.0,0.0,kamu tahu alasan diantara kita tidak ada yang namanya pertemuan karena aku tidak mau diantara kita ada yang namanya perp,"['alas', 'nama', 'temu', 'nama', 'perp']"
6232.0,0.0,manusia paling handsome aku pernah jumpa,"['manusia', 'handsome', 'jumpa']"
6233.0,0.0,aku kreatif wkwkwkwwkwk mayan seimbang lah,"['kreatif', 'wkwkwkwwkwk', 'mayan', 'imbang']"
6234.0,0.0,jumpa dah handsome boy saya,"['jumpa', 'sudah', 'handsome', 'boy']"
6235.0,0.0,aku sayang kamu kok,['sayang']
6236.0,0.0,aduh neng cantik kamu bikin kentang aku aja nih bokep bukabukaan livebugil,"['aduh', 'neng', 'cantik', 'kentang', 'bokep', 'bukabukaan', 'livebugil']"
6237.0,0.0,kalo aku pilih garut,"['pilih', 'garut']"
6238.0,0.0,someone said to me jangan pernah menyalahkan orang lain atas bahagia yang pernah kamu dapat walau sekejap pikirka,"['someone', 'said', 'to', 'me', 'salah', 'bahagia', 'kejap', 'pikirka']"
6239.0,0.0,baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu,"['baca', 'jejak', 'bumi', 'sadar', 'kuasa', 'allah', 'kuat', 'apa', 'mengu']"
6240.0,0.0,wah okok baru aku coba ini,"['okok', 'coba']"
6241.0,0.0,jadii uang jdi aku kaya,"['jadi', 'uang', 'jdi', 'kaya']"
6242.0,0.0,doaku hari ini tuhan berikan aku rezeki yang baik agar aku selalu bisa berbagi kebaikan dan menjadi sebaik baik manusi,"['doa', 'tuhan', 'rezeki', 'bagi', 'baik', 'manusi']"
6243.0,0.0,cantik nya kaya jisu unnie dong aku ,"['cantik', 'kaya', 'jisu', 'unnie']"
6244.0,0.0,ada yang pake telegram add aku dong terus kita ngobrol gimana add aku ya iniadhistyzara ok,"['pake', 'telegram', 'add', 'ngobrol', 'gimana', 'add', 'iniadhistyzara', 'ok']"
6245.0,0.0,kalikaa teens rika tau gk klo aku itu sayang bangeeettt sma kamuuu,"['kalikaa', 'teens', 'rika', 'gk', 'sayang', 'bangeeettt', 'sma', 'kamuuu']"
6246.0,0.0,walaupun harus mati aku tidak akan pernah memukul seorang wanita me,"['mati', 'pukul', 'wanita', 'me']"
6247.0,0.0,aku nak story sikit pasal seorang laki ni yg ikhlas sgt nk buat surprise dekat gf dia tapii hmm korang nak tahu kisa,"['story', 'sikit', 'pasal', 'laki', 'ikhlas', 'sgt', 'nk', 'surprise', 'gf', 'tapi', 'hmm', 'korang', 'kisa']"
6248.0,0.0,aku tetap ada,[]
6249.0,0.0,kamu juga ya cantiik aku baru mau makan nih hehe,"['cantiik', 'makan']"
6250.0,0.0,jangan menyerah masih ada pengampunan jilid klo kamu ngampunin hutang pulsa temen temen,"['serah', 'ampun', 'jilid', 'ngampunin', 'hutang', 'pulsa', 'teman', 'teman']"
6251.0,0.0,sampai mati aku takkan lupa seorang yg pnah mnjadi sahabat baik aku biar dia yg buang aku tapi ak  mmpu nak buang sbb ,"['mati', 'tak', 'lupa', 'pnah', 'mnjadi', 'sahabat', 'buang', 'ak', 'mmpu', 'buang', 'sbb']"
6252.0,0.0,yeaaa inilah kerja yg aku suka kerja berseni mcm baejat cakap tu mcm kerja boleh buat haahaaa taktau kenapa ak,"['yeaaa', 'kerja', 'suka', 'kerja', 'sen', 'mcm', 'baejat', 'cakap', 'tu', 'mcm', 'kerja', 'haahaaa', 'taktau', 'ak']"
6253.0,0.0,wkwkwk waktu itu aku baperin tinggi badannya,"['wkwkwk', 'baperin', 'badan']"
6254.0,0.0,bagiku hidup ini bukan tentang bagaimana aku harus menjadi orang baik tetapi lebih kepada bagaimana aku bisa bermanf,"['bagi', 'hidup', 'bermanf']"
6255.0,0.0,weyyy sorry weyyy serius doh aku lupa weyyy hahaha,"['weyyy', 'sorry', 'weyyy', 'serius', 'doh', 'lupa', 'weyyy', 'hahaha']"
6256.0,0.0,jika kamu merasa masih susah dalam tahun terakhir ini itu bukan salah jokowi brrt kamu harus meningkatkan kualitas,"['susah', 'salah', 'jokowi', 'brrt', 'tingkat', 'kualitas']"
6257.0,0.0,aku selalu berusaha ngasih yang terbaik untuk kamu aku takut semua perhatian dan sayang aku gak pernah cukup untuk kam,"['usaha', 'ngasih', 'baik', 'takut', 'perhati', 'sayang', 'kam']"
6258.0,0.0,lepas daripada episod ni aku terus melekat tengok cerita bahagia bukan bidaan pelakon semua padu weh gandingan nora dani,"['lepas', 'episod', 'lekat', 'tengok', 'cerita', 'bahagia', 'bida', 'lakon', 'padu', 'weh', 'ganding', 'nora', 'dan']"
6259.0,0.0,tuhan aku ingin kaya aamiin retweet atau bilang aamiin jika anda juga ingin kaya,"['tuhan', 'kaya', 'aamiin', 'retweet', 'aamiin', 'kaya']"
6260.0,0.0,hari ini aku akan membersihkan hatiku dari rasa khawatir yang membuatku menjauhi kebaikan dan menyukai prasangka buruk,"['bersih', 'hati', 'khawatir', 'buat', 'jauh', 'baik', 'suka', 'prasangka', 'buruk']"
6261.0,0.0,hahahaha akuuka ipbb camera dia lawa amp kureng hang hsjsjs tpi android pun not bad tho sbb kalau ikut,"['hahahaha', 'akuuka', 'ipbb', 'camera', 'lawa', 'reng', 'hang', 'hsjsjs', 'tpi', 'android', 'not', 'bad', 'tho', 'sbb']"
6262.0,0.0,cewe itu suka cowo yang perhatian apalagi bisa perhatian ke hal kecil ce maap ya lama dandannya co iya gapapa ,"['cewe', 'suka', 'cowo', 'perhati', 'perhati', 'ce', 'maap', 'dandan', 'co', 'iya', 'gapapa']"
6263.0,0.0,ezra lebih aktif lagi yuk aku kangen nih,"['ezra', 'aktif', 'yuk', 'kangen']"
6264.0,0.0,hahahahahaumpah berdekah aku,"['hahaha', 'dekah']"
6265.0,0.0,bukan seringgit dua tu hahahahahahah weh hancurrr hati,"['ringgit', 'tu', 'hahahahahahah', 'weh', 'hancurrr', 'hati']"
6266.0,0.0,apa yang kamu lakukan kalo lagi marah berdoa supaya tidak jadi marah,"['laku', 'marah', 'doa', 'marah']"
6267.0,0.0,bosku yg sebelumnya jg asik bgt aku pak aku ijin pulang cpt ya mau nntn konser nct bos iya,"['bos', 'jg', 'asik', 'banget', 'ijin', 'pulang', 'cpt', 'nntn', 'konser', 'nct', 'bos', 'iya']"
6268.0,0.0,dalam hidup berhenti mencari dia yang sempurna karena yang kamu butuh hanya dia yang mencintaimu apa adanya yang membu,"['hidup', 'henti', 'cari', 'sempurna', 'butuh', 'cinta', 'membu']"
6269.0,0.0,bukan berarti aku nyesel jd islam loh ya malah bersyukur bgt,"['nyesel', 'islam', 'syukur', 'banget']"
6270.0,0.0,im so in love with you aku rin ayieee,"['im', 'so', 'in', 'love', 'with', 'you', 'rin', 'ayieee']"
6271.0,0.0,angel aku ihhh hahahaha,"['angel', 'ihhh', 'hahahaha']"
6272.0,0.0,aku rameeein nih,['rameeein']
6273.0,0.0,picnya amiiin goodluck anw,"['picnya', 'amiiin', 'goodluck', 'anw']"
6274.0,0.0,aku bersedia menghadapi segalanya mungkin juga apa yang akan berlaku atas kekhilafan diriku sendiri aku hanya man,"['sedia', 'hadap', 'laku', 'khilaf', 'diri', 'man']"
6275.0,0.0,okey aku maiii,"['okey', 'maiii']"
6276.0,0.0,aku juga sih tapi kdg aku aku tahan,"['kdg', 'tahan']"
6277.0,0.0,jika kamu memang berharga di mata seseorang tak ada alasan baginya tuk mencari seorang yg lebih baik darimu,"['harga', 'mata', 'alas', 'bagi', 'tuk', 'cari', 'dari']"
6278.0,0.0,alhamdulillah dapat derma darah hahaha doktor tu tanya ada pening tak hmm aku ni dah taktau apa tu pening ka,"['alhamdulillah', 'derma', 'darah', 'hahaha', 'doktor', 'tu', 'pening', 'hmm', 'sudah', 'taktau', 'tu', 'pening', 'ka']"
